stop_id,stop_lat,stop_lon,stop_name,nearest_washroom_id,washroom_latitude,washroom_longitude,distance,washroom_address
454.0,28.571983,77.227667,Defence Colony (Homyopathic College),PTU‐06‐003,28.5806541,77.2253861,989.5733405014332,PTU at Pandara Road Market (Left side)
10418.0,28.571983,77.227667,Defence Colony (Homyopathic College),PTU‐06‐003,28.5806541,77.2253861,989.5733405014332,PTU at Pandara Road Market (Left side)
4425.0,28.571983000000003,77.22766700000003,Defence Colony (Homyopathic College),PTU‐06‐003,28.5806541,77.2253861,989.573340501648,PTU at Pandara Road Market (Left side)
13664.0,28.571983000000003,77.22766700000003,Defence Colony (Homyopathic College),PTU‐06‐003,28.5806541,77.2253861,989.573340501648,PTU at Pandara Road Market (Left side)
1716.0,28.5723,77.1798,RK Puram Sec-12,CTU‐12‐003,28.57653,77.17982,470.3585943838232,CTU ( Sulabh Sauchalay) at Anant Ram Dairy
11578.0,28.5723,77.1798,RK Puram Sec-12,CTU‐12‐003,28.57653,77.17982,470.3585943838232,CTU ( Sulabh Sauchalay) at Anant Ram Dairy
15339.0,28.57268325,77.18778725,R K Puram More,PTU‐12‐003,28.5733,77.18975,203.56676337601067,PTU near Taxi Stand at Africa Avenue
14200.0,28.57325,77.18995,Sarojini Nagar Depot,PTU‐12‐003,28.5733,77.18975,20.3063499231886,PTU near Taxi Stand at Africa Avenue
3165.0,28.573407,77.189995,Sarojini Nagar Depot,PTU‐11‐022,28.57359,77.19007,21.62655300058815,"PTU near Gwalior Pottries, Africa Avenue"
12803.0,28.573407,77.189995,Sarojini Nagar Depot,PTU‐11‐022,28.57359,77.19007,21.62655300058815,"PTU near Gwalior Pottries, Africa Avenue"
14583.0,28.57347691,77.17361106,R K P S V S 7,CTU‐12‐001,28.57757,77.1778,611.936204671749,"CTU at Shankar Camp, Moti Bagh (No‐I)"
14634.0,28.5735,77.2095,Kidwai Nagar,PTU(Petrol Pump 20),28.573952,77.208872,79.28974088856914,40  Sri Aurobindo Marg  Aviation Colony  INA Colony  New Delhi  Delhi 110023  India
3974.0,28.573611,77.173534,RK Puram Sec-12(Sangam Cinema),CTU‐12‐001,28.57757,77.1778,606.0764318731774,"CTU at Shankar Camp, Moti Bagh (No‐I)"
13371.0,28.573611,77.173534,RK Puram Sec-12(Sangam Cinema),CTU‐12‐001,28.57757,77.1778,606.0764318731774,"CTU at Shankar Camp, Moti Bagh (No‐I)"
1056.0,28.573643,77.173644,Sangam Cinema,CTU‐12‐001,28.57757,77.1778,596.1329952838162,"CTU at Shankar Camp, Moti Bagh (No‐I)"
10988.0,28.573643,77.173644,Sangam Cinema,CTU‐12‐001,28.57757,77.1778,596.1329952838162,"CTU at Shankar Camp, Moti Bagh (No‐I)"
